115,12
219,26
320,22
425,24
534,21
645,14
748,14
851,23
962,25
1073,25
1184,25
1295,23
1405,22
1516,23
1626,24
1737,28
1846,22
1956,23
2065,20
2174,22
2284,23
2394,23
2505,21
2616,22
2727,19
2837,18
2949,17
3060,20
3169,18
3272,19
3375,19
3487,20
3597,20
3708,19
3819,20
3929,20
4041,19
4153,21
4263,26
4375,22
4485,21
4594,19
4704,21
4815,21
4926,20
5037,18
5148,18
5260,16
5371,18
5481,22
5591,16
5702,16
5812,19
5922,16
6032,18
6144,16
6255,16
6366,16
6478,19
6590,17
6700,18
6811,18
6921,15
7032,20
7143,14
7254,16
7354,13
7456,15
7566,21
7667,15
7772,20
7884,21
7995,17
8107,17
8208,15
8310,21
8421,21
8530,18
8641,20
8751,22
8862,15
8974,17
9084,19
9194,22
9305,21
9417,16
9526,18
9637,21
9747,19
9859,23
9968,19
10080,22
10191,20
10303,21
10414,17
10524,16
10635,24
10747,18
10858,22
10970,22
11082,20
11193,22
11304,21
11416,18
11528,17
11640,16
11750,16
11860,20
11971,20
12083,19
12194,20
12304,20
12415,17
12526,18
12638,16
12748,12
12849,15
12956,21
13066,18
13176,15
13287,20
13397,20
13509,20
13620,18
13731,23
13841,18
13953,19
14062,23
14172,26
14283,24
14393,24
14503,24
14612,21
14724,20
14834,20
14946,21
15057,21
15167,16
15277,22
15388,18
15497,16
15608,20
15719,17
15827,16
15939,19
16051,20
16162,18
16274,19
16386,18
16496,17
16608,18
16718,13
16829,16
16941,12
17053,17
17164,15
17276,17
17388,20
17499,16
17611,18
17722,15
17832,13
17941,17
18051,19
18162,17
18274,19
18385,16
18496,22
18606,21
18717,19
18827,21
18935,19
19046,21
19156,20
19267,18
19378,21
19489,19
19601,20
19712,18
19823,18
19934,21
20046,19
20155,21
20265,22
20376,19
20487,20
20599,19
20710,19
20820,22
20931,20
21043,18
21153,20
21254,22
21359,20
21471,14
21582,16
21691,19
21802,16
21912,17
22023,17
22134,19
22245,15
22357,20
22469,17
22579,20
22690,17
22802,15
22910,16
23021,15
23131,15
23241,19
23352,20
23463,15
23575,13
23675,13
23781,19
23890,17
24001,13
24112,17
24224,17
24336,17
24445,18
24557,15
24669,18
24780,17
24890,14
25002,17
25114,15
25225,17
25335,14
25444,16
25554,13
25665,15
25765,7
25871,19
25983,16
26094,19
26205,18
26317,18
26427,16
26538,19
26650,20
26761,13
26873,16
26984,16
27093,15
27206,12
27315,16
27425,16
27537,16
27649,15
27760,12
27870,18
27981,15
28092,16
28204,15
28315,13
28425,14
28536,15
28644,17
28753,17
28864,15
28973,17
29083,15
29194,16
29304,14
29416,17
29527,12
29638,19
29749,18
29861,22
29971,15
30083,15
30192,20
30300,20
30401,19
30502,18
30603,16
30707,22
30817,22
30928,17
31037,17
31147,15
31256,12
31367,13
31467,12
31574,14
31684,20
31795,21
31907,17
32017,21
32128,18
32238,18
32348,14
32458,14
32568,14
32677,16
32786,13
32897,14
33008,16
33119,11
33230,10
33342,8
33452,17
33564,12
33665,10
33770,17
33880,17
33990,14
34091,17
34194,18
34306,20
34417,22
34528,21
34639,16
34750,22
34862,22
34973,19
35081,19
35191,17
35301,14
35411,19
35520,19
35630,17
35742,16
35853,14
35964,15
36076,19
36188,20
36299,18
36406,19
36518,16
36629,19
36738,17
36849,17
36958,16
37067,18
37178,16
37287,16
37396,16
37508,18
37620,15
37730,15
37840,16
37952,17
38062,16
38173,17
38283,17
38394,17
38504,16
38612,15
38722,14
38834,15
38945,15
39056,17
39168,16
39279,14
39389,11
39499,14
39610,14
39721,12
39830,14
39941,12
40053,13
40164,13
40275,15
40386,16
40497,13
40608,14
40719,11
40830,13
40941,10
41052,10
41161,11
41272,12
41383,8
41495,11
41607,8
41716,7
41828,6
41940,7
42051,7
42161,8
42273,7
42384,6
42494,6
42605,6
42715,6
42825,5
42934,3
43043,4
43152,3
43263,2
43372,2
43480,2
43587,1
43697,1
43806,1
43913,1
44024,1
44133,1
44242,0
