126,23
236,30
346,24
456,25
567,18
678,24
789,22
899,19
1009,21
1119,21
1229,21
1339,26
1450,24
1561,23
1672,23
1783,21
1894,21
2004,19
2116,17
2227,23
2339,22
2448,16
2559,23
2670,21
2779,21
2889,21
2998,21
3108,24
3219,22
3330,24
3441,20
3551,21
3662,18
3773,19
3883,24
3993,23
4104,20
4211,18
4321,18
4432,19
4542,22
4653,21
4764,18
4873,17
4982,16
5094,19
5205,19
5314,15
5425,18
5536,18
5647,18
5758,20
5870,18
5980,23
6092,16
6203,16
6313,21
6425,18
6536,16
6647,17
6758,19
6870,20
6980,23
7091,19
7201,20
7313,17
7423,20
7533,19
7644,18
7755,19
7867,16
7977,13
8089,14
8200,17
8311,13
8421,13
8530,11
8640,10
8751,12
8862,17
8973,19
9084,19
9195,23
9307,21
9418,19
9527,21
9638,17
9748,22
9859,18
9969,15
10081,19
10192,19
10302,18
10413,17
10515,16
10619,15
10729,13
10839,17
10949,17
11059,15
11169,20
11278,15
11389,16
11500,21
11611,19
11722,20
11833,20
11944,15
12056,18
12166,17
12278,16
12389,20
12499,20
12609,20
12718,18
12827,19
12938,21
13048,24
13160,19
13270,23
13380,20
13490,23
13599,20
13710,19
13821,17
13930,20
14039,21
14149,18
14258,16
14368,18
14478,19
14588,20
14698,19
14808,18
14918,22
15029,24
15139,20
15248,19
15360,24
15471,25
15581,19
15691,20
15803,17
15913,20
16024,22
16133,21
16243,18
16353,18
16463,24
16573,19
16684,20
16795,21
16906,16
17016,18
17126,18
17237,20
17348,16
17457,21
17568,22
17677,20
17789,18
17900,19
18011,18
18122,19
18232,20
18343,19
18453,23
18563,20
18674,23
18784,22
18895,20
19006,21
19117,20
19227,20
19338,17
19449,22
19559,20
19669,19
19780,21
19889,20
19999,17
20109,21
20219,20
20329,21
20440,21
20551,18
20661,21
20772,18
20883,25
20993,25
21105,19
21215,19
21326,16
21436,25
21545,23
21656,18
21767,13
21879,21
21989,17
22100,17
22211,10
22321,12
22431,12
22532,12
22634,15
22744,14
22855,16
22965,13
23065,11
23170,22
23280,20
23389,15
23489,18
23590,17
23704,18
23815,17
23925,20
24034,14
24145,17
24256,14
24368,16
24479,18
24589,20
24699,20
24808,20
24917,16
25025,16
25125,19
25231,17
25332,11
25438,16
25548,18
25660,19
25771,17
25882,13
25993,13
26104,12
26212,13
26323,11
26433,9
26543,11
26653,12
26764,11
26866,6
26970,9
27082,11
27193,14
27295,16
27397,21
27508,25
27617,19
27729,21
27838,22
27948,20
28059,20
28167,16
28278,13
28389,15
28499,19
28610,16
28722,18
28833,15
28945,14
29056,15
29166,16
29278,14
29388,15
29497,14
29609,15
29718,20
29828,24
29940,21
30050,20
30162,23
30274,15
30385,14
30495,22
30607,17
30717,17
30827,20
30936,16
31047,19
31159,16
31269,16
31377,16
31478,16
31580,20
31691,21
31802,20
31912,22
32023,17
32134,16
32244,14
32355,11
32466,14
32576,8
32686,10
32787,10
32890,20
33001,17
33112,16
33224,17
33333,14
33444,17
33555,19
33665,17
33777,16
33887,14
33996,16
34106,17
34216,18
34327,15
34434,12
34544,12
34654,15
34764,15
34874,14
34984,13
35093,14
35204,13
35315,17
35425,15
35536,19
35647,16
35758,20
35869,17
35978,17
36087,19
36197,20
36307,20
36416,16
36525,17
36637,20
36747,16
36859,18
36970,17
37080,18
37189,19
37300,21
37411,14
37522,14
37634,20
37744,15
37856,17
37967,19
38077,20
38186,17
38297,16
38408,13
38519,15
38628,18
38738,16
38850,15
38961,11
39072,13
39183,12
39295,14
39406,13
39522,10
39627,14
39737,11
39847,10
39957,12
40069,12
40179,13
40291,13
40401,11
40511,8
40620,10
40730,12
40840,11
40950,10
41060,5
41170,8
41279,7
41388,6
41499,11
41611,7
41722,8
41833,11
41943,7
42054,9
42164,6
42276,7
42386,7
42497,6
42606,7
42717,7
42828,6
42937,9
43049,3
43158,4
43269,4
43379,5
43490,4
43601,3
43712,4
43822,4
43932,4
44042,3
44151,2
44261,1
44370,0
