102,0
210,2
321,1
429,1
536,2
645,3
754,2
862,2
972,1
1082,2
1191,1
1300,0
1409,1
1518,2
1627,2
1736,2
1844,2
1954,1
2063,2
2171,1
2271,0
2374,3
2482,2
2590,2
2699,4
2806,1
2916,3
3025,1
3134,1
3243,2
3351,2
3459,2
3567,4
3675,3
3785,2
3894,2
4004,4
4113,1
4222,1
4330,2
4438,4
4547,2
4656,3
4765,1
4874,1
4983,2
5092,1
5200,2
5310,2
5418,2
5527,2
5637,2
5746,1
5855,1
5965,3
6073,2
6181,4
6289,2
6399,3
6506,1
6615,1
6723,1
6830,1
6939,2
7046,2
7155,1
7264,3
7373,2
7481,2
7590,2
7700,2
7807,2
7917,1
8025,2
8133,3
8241,1
8349,1
8457,1
8564,2
8672,3
8779,2
8888,2
8996,1
9105,2
9214,3
9323,3
9432,2
9541,2
9649,2
9757,2
9866,3
9974,3
10083,2
10191,3
10299,1
10408,2
10517,0
10626,2
10735,2
10843,2
10951,0
