143,20
253,18
364,11
474,4
584,7
694,9
801,7
909,7
1017,5
1126,7
1235,8
1344,10
1451,8
1560,9
1669,6
1778,6
1887,6
1996,8
2105,9
2215,5
2324,6
2432,2
2543,2
2652,3
2762,6
2870,6
2970,7
3072,5
3182,4
3292,2
3400,3
3510,4
3611,9
3712,8
3813,9
3916,6
4016,5
4121,9
4230,7
4339,9
4448,6
4557,4
4666,9
4775,9
4885,9
4992,9
5100,5
5208,6
5318,5
5427,7
5537,9
5645,10
5755,7
5864,10
5975,8
6084,7
6192,7
6300,6
6408,5
6517,4
6626,5
6733,5
6843,5
6951,3
7060,6
7169,7
7279,4
7389,4
7499,6
7609,6
7717,7
7824,3
7935,4
8043,4
8152,4
8261,5
8370,9
8479,8
8588,7
8698,7
8807,7
8916,8
9024,6
9133,6
9243,8
9353,6
9461,11
9571,8
9682,9
9792,12
9900,8
10009,8
10117,9
10227,9
10336,9
10444,8
10551,9
10659,8
10768,14
10876,10
10984,10
11094,8
11201,10
11310,12
11419,11
11529,12
11638,9
11748,9
11858,7
11966,10
12068,7
12183,8
12293,8
12402,8
12513,10
12624,9
12764,8
12874,9
12984,9
13094,9
13204,9
13315,8
13426,5
13536,7
13645,8
13755,8
13865,8
13976,7
14085,9
14195,10
14306,9
14414,7
14523,5
14631,7
14741,6
14849,10
14958,10
15068,9
15177,8
15287,7
15396,9
15505,10
15615,9
15727,8
15833,6
15939,8
16045,11
16154,10
16264,12
16371,10
16476,8
16581,7
16687,8
16795,8
16904,8
17014,8
17122,9
17233,13
17344,13
17454,7
17565,9
17674,9
17785,10
17895,6
18006,6
18115,8
18226,8
18336,9
18447,9
18556,7
18667,7
18777,6
18887,9
18996,14
19105,11
19216,9
19325,11
19435,10
19543,8
19651,9
19761,10
19873,6
19981,6
20089,9
20198,9
20299,5
20401,7
20509,6
20618,8
20727,8
20836,12
20946,10
21056,14
21157,7
21257,10
21357,7
21460,7
21570,9
21679,10
21790,9
21900,8
22012,13
22120,11
22230,10
22339,12
22448,12
22556,8
22664,7
22775,7
22886,8
22994,12
23103,10
23212,10
23321,9
23430,8
23539,10
23647,10
23756,11
23864,10
23973,7
24081,7
24190,7
24300,9
24411,8
24520,7
24628,5
24738,4
24846,3
24955,3
25064,4
25172,8
25282,6
25392,7
25499,10
25608,5
25718,7
25826,8
25937,9
26046,11
26154,8
26262,9
26370,8
26480,10
26590,8
26699,8
26807,7
26916,6
27025,11
27134,9
27243,8
27354,13
27463,10
27572,7
27683,9
27792,8
27900,13
28010,13
28118,15
28228,13
28336,7
28444,8
28554,11
28662,9
28770,11
28880,10
28990,11
29098,9
29206,8
29315,8
29426,7
29535,8
29643,6
29753,8
29861,6
29969,8
30079,7
30189,8
30290,5
30392,7
30502,7
30611,7
30711,6
30826,4
30934,6
31043,5
31152,5
31260,6
31370,4
31479,7
31589,7
31698,7
31798,6
31898,5
32009,5
32117,9
32225,9
32326,8
32429,7
32537,5
32638,5
32739,8
32849,6
32958,5
33068,7
33178,7
33289,8
33398,8
33506,9
33616,8
33724,8
33832,9
33942,6
34049,10
34160,7
34269,11
34378,6
34488,11
34597,9
34704,6
34812,6
34920,5
35028,7
35138,8
35247,10
35357,11
35463,8
35571,12
35681,11
35790,7
35899,7
36007,8
36115,9
36222,10
36331,6
36440,8
36549,6
36660,8
36769,12
36878,12
36988,10
37097,9
37198,5
37299,5
37408,3
37517,5
37617,4
37717,4
37817,3
37918,6
38027,9
38137,9
38246,6
38355,12
38464,11
38573,6
38681,4
38790,3
38890,4
38992,9
39100,5
39207,4
39315,9
39416,6
39520,4
39621,8
39723,9
39832,6
39943,6
40053,6
40163,5
40275,4
40382,8
40491,7
40599,6
40709,6
40818,8
40929,8
41039,9
41149,10
41259,8
41367,9
41476,9
41585,7
41694,8
41804,11
41912,9
42021,8
42130,7
42238,7
42347,6
42455,10
42564,10
42673,10
42782,12
42890,10
42991,5
43093,10
43202,8
43310,8
43420,9
43521,7
43634,11
43743,10
43851,12
43952,8
44053,9
44162,11
44272,11
44382,9
44492,5
44603,6
44715,5
44823,7
44930,5
45039,7
45147,8
45256,11
45357,9
45459,8
45566,7
45676,8
45786,11
45894,12
46003,12
46111,10
46219,6
46329,9
46439,6
46549,9
46659,10
46767,13
46867,5
46971,7
47081,8
47191,6
47301,8
47402,8
47516,8
47616,6
47717,9
47818,5
47920,10
48029,8
48129,7
48231,9
48340,6
48449,9
48558,7
48667,5
48776,5
48887,8
48995,7
49103,7
49211,7
49320,5
49428,7
49536,9
49645,7
49755,7
49863,8
49972,10
50080,9
50189,12
50299,12
50408,11
50518,10
50627,4
50734,7
50843,9
50944,5
51059,7
51167,7
51275,8
51384,10
51493,11
51602,11
51710,10
51820,8
51930,7
52040,6
52149,7
52257,5
52366,9
52474,9
52582,8
52693,7
52801,7
52910,5
53020,7
53129,7
53239,9
53348,8
53458,11
53567,9
53675,11
53785,7
53885,6
53986,5
54086,7
54190,7
54299,7
54407,9
54516,10
54627,13
54735,8
54843,10
54943,4
55046,8
55155,9
55263,11
55363,11
55464,9
55571,10
55680,8
55790,8
55897,11
56007,7
56116,10
56225,5
56334,5
56444,4
56553,5
56662,4
56771,3
56880,4
56990,6
57100,7
57208,5
57317,7
57426,6
57536,6
57646,5
57754,6
57864,9
57972,6
58082,9
58191,7
58299,6
58408,7
58517,8
58626,8
58734,5
58835,6
58937,7
59045,6
59153,9
59261,11
59361,6
59463,6
59572,9
59681,8
59792,7
59900,6
60009,7
60118,10
60227,5
60336,8
60445,6
60545,6
60646,4
60757,8
60864,7
60973,7
61073,6
61177,6
61285,6
61394,7
61509,11
61612,7
61721,6
61829,5
61930,6
62031,5
62140,7
62248,8
62356,9
62466,8
62576,7
62684,4
62793,7
62902,6
63012,8
63122,7
63230,9
63340,11
63449,11
63558,7
63667,6
63777,7
63886,10
63994,10
64105,8
64214,11
64322,9
64430,11
64538,8
64648,10
64757,7
64866,5
64975,7
65084,7
65192,6
65300,4
65410,4
65521,5
65629,7
65737,8
65845,8
65953,10
66060,10
66169,7
66279,7
66387,8
66497,7
66597,5
66700,3
66808,10
66916,6
67016,7
67117,9
67226,8
67335,6
67445,12
67546,4
67646,7
67747,4
67848,7
67948,10
68051,7
68161,4
68270,5
68381,5
68490,5
68598,7
68707,8
68816,8
68923,7
69031,3
69140,5
69248,5
69357,5
69465,6
69574,6
69685,9
69794,5
69903,7
70013,6
70122,6
70231,7
70339,4
70449,5
70557,6
70668,5
70776,7
70885,12
70994,9
71094,8
71197,11
71307,8
71416,8
71525,7
71633,8
71734,6
71836,6
71936,5
72037,10
72146,7
72254,7
72363,7
72472,7
72584,9
72692,5
72799,9
72908,7
73017,8
73125,9
73236,10
73345,7
73455,6
73566,7
73666,7
73767,7
